term 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102
подлежать 0 0 0 0 0 0 0 0 0 0 0.000792 0.000425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подлинность 0 0 0.000911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
поднапрячься 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000336 0 0 0 0 0.000342 0 0 0 0 0 0 0 0 0 0 0 0.000345 0.000319 0.000343 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000343 0.000345 0 0.000344 0 0 0 0.000344 0 0 0 0.000339 0 0 0 0.00034 0 0 0 0 0 0
поднять 0 0 0.000911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001346 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подобно 0 0.000826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подобный 0 0 0 0 0 0 0 0 0 0 0 0.00085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подобрать 0 0 0 0 0 0 0 0 0 0 0 0 0.001325 0 0 0 0 0.000877 0 0.000705 0 0 0 0 0 0 0 0 0 0.000886 0 0 0.001008 0 0 0.001963 0 0 0 0 0 0 0 0 0 0 0 0 0.000424 0 0 0 0 0.000418 0 0 0 0.002692 0.002475 0 0.0006 0 0.000433 0.00042 0 0 0 0 0 0 0 0 0.000432 0.001326 0 0.000425 0 0 0 0 0 0 0.000434 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подождать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000336 0 0 0 0 0.000342 0 0 0 0 0 0 0 0 0 0 0 0.000345 0.000638 0.000343 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000343 0.000345 0 0.000344 0 0 0 0.000344 0 0 0 0.000339 0 0 0 0.00034 0 0 0 0 0 0
подозрительный 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подойти 0 0 0.000911 0 0.001274 0 0 0 0 0 0 0 0.001325 0.000871 0.000933 0.000867 0.001904 0.003509 0.00105 0.00141 0.001067 0.001809 0.000953 0 0 0.000923 0.000962 0.000945 0.001078 0 0.001473 0.001417 0 0.001235 0 0 0.001865 0.001868 0.001875 0.001918 0.001908 0.00189 0.0019 0.001247 0.001956 0.001958 0.001939 0.000336 0.000424 0.002587 0 0.00172 0.000342 0.000836 0 0.000826 0 0.001346 0.00495 0 0 0.001523 0.000867 0.00084 0 0.000319 0.000343 0 0.001658 0.001182 0.000632 0.001042 0.000865 0.002653 0.000926 0.00085 0.001686 0.000678 0.000678 0.000687 0.000343 0.000345 0.000867 0.000344 0 0 0 0.000344 0.001218 0.002731 0.000928 0.000339 0.002535 0.001348 0.001031 0.00034 0 0.001088 0.001131 0.000687 0.001148 0.001225
подолгу 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подотчётный 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001088 0 0 0 0
подош 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000871 0.000933 0 0 0.000877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подпадать 0 0 0 0 0 0 0 0 0 0 0.000792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подписать 0 0 0 0 0 0 0 0 0 0 0 0.000425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подписаться 0 0 0 0 0 0 0 0 0.001192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подписка 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001357 0.001357 0.001374 0 0 0 0 0 0 0 0 0 0 0 0 0.000634 0.001348 0 0 0 0 0 0.001374 0 0
подпись 0 0 0.000911 0 0 0 0 0 0 0 0 0.00085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подразделение 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002062 0 0 0 0 0 0 0
подразумевать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подробно 0 0 0 0 0 0 0.000862 0 0 0 0 0 0 0.000871 0.000933 0 0.001904 0.000877 0 0.000705 0 0 0 0.001461 0 0 0 0 0 0.000886 0 0 0.001008 0 0 0 0.001865 0.001868 0.001875 0.001918 0.001908 0.00189 0.0019 0 0.001956 0.001958 0.001939 0.002017 0.001698 0 0 0.001147 0.002054 0.001673 0 0 0 0 0 0.001318 0 0 0.001733 0.001679 0.002068 0.001914 0.002055 0.00085 0 0 0.000632 0.001042 0.001729 0 0 0.001699 0 0.002714 0.002714 0.002747 0.002055 0.002072 0.001735 0.002065 0.00135 0.001325 0.001351 0.002062 0.001218 0.000546 0 0.002035 0.001901 0.002695 0 0.002043 0.001048 0 0 0.002747 0 0
подробноить 0 0 0 0 0 0 0 0 0 0 0 0.000425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подробность 0 0 0 0 0 0 0.000862 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подробный 0 0.000826 0 0 0 0 0.000862 0 0 0.008869 0.000792 0.000425 0.001325 0.001742 0.002799 0.000867 0.001269 0.000877 0.004202 0.00141 0.009605 0.008444 0.009533 0.00073 0.009852 0.009225 0.009625 0.009452 0.003233 0.002657 0.008837 0.009213 0.001008 0.007407 0.004381 0.001963 0.001243 0.001245 0.00125 0.001279 0.001272 0.00126 0.001267 0.006234 0.001304 0.001305 0.001293 0.001681 0.000849 0.002587 0.00224 0.001147 0.001712 0.000836 0.004575 0.004959 0.002973 0.001346 0.001238 0.002635 0.0006 0.008378 0.000867 0.00084 0.001723 0.001595 0.001713 0.001701 0.006633 0.00591 0.000632 0.001042 0.000865 0.002653 0.005556 0.00085 0.007589 0.001357 0.001357 0.001374 0.001713 0.001727 0.000867 0.001721 0.002699 0.002649 0.002703 0.001718 0.001218 0.001092 0.001855 0.001695 0.000634 0.001348 0.003093 0.001702 0.001048 0.002176 0.002262 0.001374 0.002296 0.007353
подросток 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003202 0 0.003813 0 0.003695 0.002768 0.014437 0.002836 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подруга 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000336 0 0 0 0 0.000342 0 0 0 0 0 0 0 0 0 0 0 0.000345 0.000319 0.000343 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000343 0.000345 0 0.000344 0 0 0 0.000344 0 0.000546 0 0.000339 0 0 0 0.00034 0 0 0 0 0 0
подряд 0 0.003306 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001067 0 0.000953 0 0.001232 0.000923 0.000962 0.000945 0 0 0 0 0 0 0 0.000981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подрядчик 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000336 0 0 0 0 0.000342 0 0 0 0 0 0 0 0 0 0 0 0.000345 0.000319 0.000343 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000343 0.000345 0 0.000344 0 0 0 0.000344 0 0 0 0.000339 0 0 0 0.00034 0 0 0 0 0 0
подсказать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000336 0 0 0 0 0.000342 0 0 0 0 0 0 0 0 0 0 0 0.000345 0.000638 0.000343 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000343 0.000345 0 0.000344 0 0 0 0.000344 0 0 0 0.000339 0 0 0 0.00034 0 0 0 0 0 0
подсказка 0 0.000826 0.000911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000424 0 0 0 0 0.000418 0 0 0 0 0 0 0.0006 0 0.000433 0.00042 0 0 0 0 0 0 0 0 0.000432 0 0 0.000425 0 0 0 0 0 0 0.000434 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подстановка 0 0.000826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подстегнуть 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001346 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подстраивать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001067 0 0.000953 0 0.001232 0.000923 0.000962 0.000945 0 0 0 0 0 0 0 0.000981 0 0 0 0 0 0 0 0 0 0 0 0.000336 0 0 0 0 0.000342 0 0 0 0 0.001346 0 0 0 0 0 0 0.000345 0.000319 0.000343 0 0 0 0 0 0 0 0 0 0 0.000678 0.000678 0.000687 0.000343 0.000345 0 0.000344 0 0 0 0.000344 0 0 0 0.000339 0.000634 0.000674 0 0.00034 0 0 0 0.000687 0 0
подстраиваться 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000678 0.000678 0.000687 0 0 0 0 0 0 0 0 0 0 0 0 0.000634 0.000674 0 0 0 0 0 0.000687 0 0
подстрекать 0 0 0 0 0 0 0 0 0 0 0.000792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подстроить 0 0 0 0 0 0 0 0 0 0 0 0 0.002649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подстроиться 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подстрока 0 0 0 0 0 0 0.008621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подсчёт 0.001383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подтвердить 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000336 0.000424 0 0 0 0.000342 0.000836 0 0 0 0 0 0 0.0006 0 0.000433 0.00042 0.000345 0.000319 0.000343 0 0 0 0 0 0.000432 0 0 0.000425 0 0 0 0 0.000343 0.000345 0.000434 0.000344 0 0 0 0.000344 0 0 0 0.000339 0 0 0.001031 0.00034 0 0.001088 0 0 0 0
подтверждать 0 0 0 0 0 0 0 0 0 0 0 0.000425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001771 0 0 0 0 0 0 0.001243 0 0 0 0.000636 0 0 0 0 0 0.000646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подтверждение 0 0 0 0 0 0 0 0 0 0.000739 0.000792 0.001276 0.001325 0.000871 0.000933 0.000867 0.000635 0.000877 0.00105 0.000705 0.001067 0.000603 0.000953 0.00073 0.001232 0.000923 0.000962 0.000945 0.001078 0.000886 0.000736 0.000709 0.001008 0.001235 0.001095 0.000981 0.000622 0.000623 0.000625 0.000639 0.000636 0.00063 0.000633 0.001247 0.000652 0.000653 0.000646 0.000336 0.000849 0.001294 0.00112 0.000573 0.000342 0.000836 0.000915 0.000826 0.000991 0.001346 0.001238 0.001318 0.0006 0.000762 0.000867 0.00084 0.000345 0.000319 0.000343 0.00085 0.000829 0.001182 0.000632 0.001042 0.000865 0.001326 0.000926 0.00085 0.000843 0.001357 0.001357 0.001374 0.000343 0.000345 0.000867 0.000344 0.00135 0.001325 0.001351 0.000344 0.000609 0.000546 0.000928 0.000339 0.000634 0.001348 0.001031 0.00034 0.001048 0.001088 0.001131 0.001374 0.001148 0.001225
подтянуть 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00105 0 0.001067 0 0.000953 0 0.001232 0.000923 0.000962 0.000945 0 0.000886 0 0 0.001008 0 0 0.001963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000573 0 0 0 0 0 0.002692 0 0 0 0 0 0 0 0 0 0 0 0 0.000632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000609 0 0 0 0 0 0 0 0 0 0 0 0 0
подход 0 0 0 0 0 0 0.000862 0 0 0 0 0 0 0 0 0 0.000635 0 0 0 0.001067 0.001206 0.000953 0 0.001232 0.000923 0.000962 0.000945 0 0 0.001473 0 0 0 0.002191 0 0.000622 0.000623 0.000625 0.000639 0.000636 0.00063 0.000633 0.002494 0.000652 0.000653 0.000646 0.001009 0.000424 0 0 0.001147 0.001027 0.000418 0 0 0 0 0 0.001318 0 0 0.000433 0.00042 0.001034 0.000957 0.00137 0.001701 0 0 0.000632 0.001042 0.000432 0 0 0.00085 0 0 0 0 0.001028 0.001381 0.000434 0.001033 0.00135 0.001325 0.001351 0.001031 0.000609 0.000546 0.000928 0.001017 0 0 0 0.001021 0 0 0 0 0 0
подходить 0 0 0.000911 0 0.002548 0.000982 0 0.001138 0.003576 0.001478 0 0 0 0.001742 0.001866 0 0 0.000877 0 0 0 0.001809 0 0 0 0 0 0 0 0 0.002209 0.002126 0 0 0.002191 0 0 0 0 0 0 0 0 0 0 0 0 0.000336 0.001273 0.002587 0.00112 0.000573 0.000342 0.000836 0.000915 0.000826 0.000991 0 0 0.001318 0 0.003808 0.000867 0.00084 0.000345 0.000319 0.000343 0.002551 0.000829 0.001182 0 0 0.000865 0 0.001852 0.00085 0.003373 0 0 0 0.000343 0.000345 0.000867 0.000344 0.00135 0.002649 0.001351 0.000344 0.000609 0 0 0.000339 0 0 0 0.00034 0.001048 0 0 0 0 0.001225
подходящий 0 0 0.000911 0 0 0 0 0.001138 0 0.000739 0 0 0 0.000871 0.000933 0.000867 0.000635 0.000877 0.00105 0 0.001067 0.000603 0.000953 0.00073 0.001232 0.000923 0.000962 0.000945 0.001078 0 0.001473 0.000709 0 0.001235 0.001095 0.000981 0.000622 0.000623 0.000625 0.000639 0.000636 0.00063 0.000633 0.001247 0.000652 0.000653 0.000646 0.000336 0.000424 0 0.00112 0.000573 0.000342 0.000418 0.000915 0.000826 0.000991 0 0 0.001318 0.0006 0.001523 0.000433 0.00042 0.000345 0.000638 0.000343 0 0.000829 0.001182 0.000632 0.001042 0.000432 0 0.001852 0.000425 0.000843 0.000678 0.000678 0.000687 0.000343 0.000345 0.000434 0.000344 0.00135 0.001325 0.001351 0.000344 0.000609 0.000546 0.000928 0.000339 0.000634 0.000674 0.001031 0.00034 0.001048 0.001088 0.001131 0.000687 0.001148 0.001225
подчеркнуть 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001346 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
подчинённый 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
поездка 0 0 0 0 0 0 0 0 0.001192 0 0 0 0 0 0 0 0 0 0 0.00141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
поехать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
пожалеть 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000672 0 0 0 0 0.000685 0 0 0 0 0 0 0.001318 0 0 0 0 0.000689 0.000638 0.000685 0 0 0 0 0.001042 0 0 0 0 0 0.000678 0.000678 0.000687 0.000685 0.000691 0 0.000688 0.00135 0.001325 0.001351 0.000687 0 0.000546 0 0.000678 0.000634 0.000674 0 0.000681 0 0 0 0.000687 0 0
пожалуйста 0 0 0 0 0.001274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000336 0 0 0 0 0.000342 0 0 0 0 0 0 0 0 0 0 0 0.000345 0.000638 0.000343 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000343 0.000345 0 0.000344 0 0 0 0.000344 0 0 0 0.000339 0 0 0 0.00034 0 0 0 0 0 0
пожелание 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000573 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000609 0 0 0 0 0 0 0 0 0 0 0 0 0
поза 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
позаботиться 0 0 0 0 0 0 0 0.001138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
