term 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102
потрудиться 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001037 0 0 0 0 0.001056 0 0 0 0 0 0 0 0 0 0 0 0.001065 0.000985 0.001059 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001059 0.001065 0 0.001062 0 0 0 0.001062 0 0 0 0.001047 0 0 0 0.001050 0 0 0 0 0 0
поттер 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.007022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
поучаствовать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.007074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
похлопать 0 0 0.005168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
поход 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003823 0 0 0 0 0 0 0 0
похожий 0 0 0 0 0 0 0 0 0.011139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.009172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
почему 0 0 0 0 0 0 0 0 0.016480 0 0 0 0 0 0 0 0 0 0 0.001950 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000929 0 0 0 0 0.000946 0 0 0 0 0 0.003424 0 0 0 0 0 0.000954 0.000882 0.000949 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000949 0.000954 0 0.000951 0 0 0 0.000951 0 0 0 0.000938 0 0 0 0.000940 0 0 0 0 0 0
почитать 0 0 0.001747 0 0 0 0 0 0 0 0 0 0.002541 0 0 0 0 0 0 0.002704 0 0 0 0 0 0 0 0 0 0.001699 0 0 0.001933 0 0 0.001881 0 0 0 0 0 0 0 0 0 0 0 0.001289 0 0.002481 0 0 0.001314 0 0 0 0 0.002581 0 0 0 0 0 0 0.001321 0.001835 0.001971 0.001630 0 0 0 0 0 0.002543 0 0 0 0.001300 0.001300 0.001317 0.001314 0.001325 0 0.001319 0 0 0 0.001317 0 0 0 0.001300 0 0.001292 0 0.001306 0 0 0 0.001317 0 0
почта 0.002972 0.003552 0.001958 0.002802 0.005475 0.002110 0.001852 0.002445 0.002561 0 0.001702 0.010050 0 0 0 0.001863 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001904 0 0 0.002166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002916 0.002916 0.002953 0 0 0 0 0 0 0 0 0 0 0 0 0.001362 0.002897 0.002215 0 0 0.002338 0 0.002953 0 0
пошаговый 0 0 0.001958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001444 0 0.002781 0 0 0.001472 0 0 0 0 0 0 0 0 0 0 0 0.001481 0.001371 0.001472 0 0.001781 0 0 0 0 0.005701 0 0 0 0.001457 0.001457 0.001476 0.001472 0.001485 0.000933 0.001478 0 0 0 0.001476 0 0.001173 0 0.001457 0 0.001448 0 0.001463 0 0 0 0.001476 0 0
пощупать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
поэтапный 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.007516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
поэтому 0.000869 0 0.000572 0 0.001600 0.000617 0.000541 0.000715 0.002994 0 0 0 0.000832 0.000547 0.000586 0 0.000399 0 0 0.001329 0 0 0 0.000458 0 0 0 0 0 0.000556 0 0 0.003165 0 0 0 0.000391 0.000391 0.000393 0.000401 0.000399 0.000396 0.000398 0 0.000409 0.000410 0.000406 0.002534 0.003465 0.001625 0 0.002160 0.002580 0.003415 0 0 0 0.000845 0 0.003310 0.002639 0 0.003538 0.003428 0.002597 0.002405 0.002582 0 0 0 0.001588 0.003271 0.003530 0 0 0.003469 0 0.002130 0.002130 0.002157 0.002582 0.002603 0.003540 0.002594 0.003390 0.003327 0.003395 0.002590 0.002295 0 0 0.002555 0.001592 0.002116 0.000647 0.002566 0.001316 0.000683 0.000710 0.002157 0.000721 0
поээтом 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001037 0 0 0 0 0.001056 0 0 0 0 0 0 0 0 0 0 0 0.001065 0.000985 0.001059 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001059 0.001065 0 0.001062 0 0 0 0.001062 0 0 0 0.001047 0 0 0 0.001050 0 0 0 0 0 0
появиться 0 0 0.002141 0 0 0 0 0 0.002802 0 0 0 0 0.002047 0.002193 0.002038 0 0.002061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002372 0 0 0 0 0.002414 0 0 0 0 0 0 0 0 0 0 0 0.002430 0.002249 0.002416 0.001998 0 0 0 0 0 0 0 0 0 0 0 0 0.002416 0.002435 0 0.002428 0 0 0 0.002423 0 0.001283 0 0.002390 0 0 0 0.002400 0 0 0 0 0 0
появление 0 0.014383 0 0 0 0.004272 0 0 0.005186 0 0 0.001849 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
появляться 0 0 0 0 0 0 0 0 0 0 0.002354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002523 0 0 0.001703 0 0.003730 0 0 0 0 0 0 0.001783 0 0.002577 0.002496 0 0 0 0 0 0 0.001878 0 0.002571 0 0 0.002526 0 0 0 0 0 0 0.002577 0 0 0 0 0 0.001810 0 0 0 0 0 0 0 0 0 0 0 0 0
поянтный 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004918 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
пояс 0 0 0.010329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
пояснительный 0 0 0 0.007397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
пояснять 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004918 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
пр 0 0 0 0 0 0 0 0 0 0 0 0.000622 0 0 0 0 0 0 0 0.005158 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000922 0 0 0 0 0 0.002459 0.002484 0.001893 0.008191 0.000838 0.002505 0.002448 0 0 0 0 0 0 0.001756 0 0.002535 0.003071 0.002521 0.002333 0.002506 0.002489 0.001213 0 0.000925 0 0.002529 0 0 0.002486 0 0.001985 0.001985 0.002010 0.002506 0.002527 0.002538 0.002518 0 0 0 0.002513 0.000891 0.000799 0 0.002480 0.001854 0.001972 0 0.002490 0 0 0 0.002010 0 0
правило 0 0 0 0 0.004093 0 0 0 0 0 0.002545 0.004100 0 0 0 0 0 0 0 0.013594 0 0 0 0 0 0 0 0 0 0.002847 0 0 0 0 0 0.006307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003978 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001754 0 0 0.002037 0 0 0 0.003367 0 0 0 0 0
правильно 0 0 0.001369 0 0 0 0 0 0 0 0 0 0.001991 0.001309 0.002804 0 0 0 0 0.001059 0 0.000906 0 0 0 0 0 0 0.001620 0 0.003319 0 0 0 0.001645 0.002949 0 0 0 0 0 0 0 0 0 0 0 0.001010 0.001276 0.001944 0 0.000861 0.000514 0 0 0 0 0 0 0 0 0 0 0 0.000518 0.000479 0.000515 0 0 0 0 0 0 0 0 0 0 0.001019 0.001019 0.003095 0.000515 0.000518 0.000652 0.000517 0 0 0 0.000517 0 0.000820 0.001394 0.000509 0.000953 0.001013 0.001549 0.000511 0 0.001635 0 0.001032 0 0
правильность 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005128 0 0 0.004991 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
правильный 0 0 0 0 0 0 0.001442 0 0 0 0 0 0 0 0 0 0 0 0 0.003539 0 0 0 0 0 0 0 0 0.001803 0 0 0.001186 0.001686 0 0 0 0.001040 0 0 0 0 0 0 0 0 0 0 0.000562 0 0.002164 0.001873 0 0.000572 0 0 0 0 0.002251 0.002070 0.002204 0 0 0 0 0.000577 0.000534 0.000574 0 0 0 0 0.001743 0 0 0 0 0 0.001134 0.001134 0.001149 0.000574 0.000577 0 0.000575 0.002258 0.004430 0.002259 0.000575 0 0 0 0.000567 0 0.001127 0 0.000569 0 0 0 0.001149 0 0
правительство 0 0 0 0 0 0 0 0 0 0 0 0.002411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
правка 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003250 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
право 0 0 0 0 0 0 0 0 0 0 0.062051 0.022196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003607 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
правовой 0 0 0 0 0 0 0 0 0 0 0 0.013905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004817 0 0 0 0 0 0 0
правомерный 0 0 0 0 0 0 0 0 0 0 0 0.002411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
правообладателей 0 0 0 0 0 0 0 0 0 0 0.004493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
правообладатель 0.004634 0.002768 0.003052 0.004369 0.004269 0.003290 0.002888 0.003813 0.003994 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
правота 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
практик 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
практика 0 0.000246 0 0 0 0 0 0 0.000354 0.002418 0 0 0.000394 0 0 0.002579 0.001321 0 0.000625 0.000419 0.000635 0.001076 0.000567 0.001086 0.000366 0.000549 0.000572 0.000562 0.003205 0 0.001314 0.002318 0.000600 0.000734 0.000652 0.000876 0.001294 0.001481 0.001487 0.001331 0.001324 0.001499 0.001507 0 0.001551 0.001359 0.001346 0.002100 0.001767 0.000769 0 0.002046 0.002036 0.001617 0.004081 0.003195 0.002653 0.000400 0 0.001959 0.000536 0.000906 0.001675 0.001748 0.002050 0.002183 0.001936 0 0.001726 0.000703 0.001692 0.001549 0.001671 0.000789 0.002203 0.001642 0 0.000807 0.000807 0.000817 0.002139 0.001951 0.001676 0.002048 0.002007 0.001970 0.002009 0.002044 0.002173 0.000650 0.001379 0.001916 0.001131 0.001202 0.000307 0.002126 0 0 0.000336 0.000817 0.000683 0.002187
практиковать 0 0 0 0 0 0 0 0 0 0.002998 0 0 0 0 0 0 0 0 0 0 0 0.002446 0 0.005927 0 0 0 0 0 0 0.002988 0.001438 0.002045 0 0 0 0 0 0 0 0.001290 0 0 0.002530 0.002645 0.001325 0.001310 0 0 0 0 0.003489 0 0 0 0 0 0 0 0 0 0.003090 0.000878 0 0 0 0 0 0.001682 0 0.002564 0 0 0 0.001878 0.000862 0.006842 0 0.001375 0 0 0 0 0 0 0 0 0 0.003706 0.001108 0 0 0 0 0 0 0 0.002207 0 0 0 0.002485
практиковаться 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000815 0.001028 0 0 0 0.000829 0.001013 0 0 0 0 0 0 0 0 0.001050 0.001018 0 0 0 0 0 0 0 0 0.001047 0 0 0.001030 0 0.001644 0.001644 0.001666 0.000832 0 0.001052 0.000834 0 0 0 0 0 0 0 0.000822 0 0.001634 0 0.000824 0 0 0 0.001666 0 0
практикум 0 0 0 0 0 0 0 0 0 0.009127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001309 0 0 0 0 0.001291 0 0 0 0 0 0 0.001852 0 0.001337 0.001297 0 0 0 0 0 0 0 0.003217 0.001334 0 0 0.001312 0 0 0 0 0 0 0.001340 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
практически 0 0.003658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002324 0 0 0 0.002109 0 0.002726 0.002043 0.002129 0.002091 0 0.003919 0 0 0 0 0 0.004344 0 0 0 0 0 0 0 0 0 0 0 0.000744 0 0 0.002479 0 0.000757 0 0 0 0 0 0 0 0 0 0 0 0.000763 0.000706 0.000759 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000759 0.000763 0 0.000761 0 0 0 0.000761 0 0 0 0.000750 0 0 0 0.000752 0 0 0 0 0 0
практический 0 0.000550 0 0 0 0 0.000573 0 0 0.001229 0 0 0 0 0 0.002884 0.001055 0 0 0 0 0.000401 0.000634 0.001700 0 0.000614 0.000640 0.000629 0.003942 0 0.001469 0.000943 0 0.000821 0.000364 0.000653 0.001034 0.001035 0.001247 0.001276 0.001058 0.001257 0.001053 0.001659 0.001084 0.001520 0.001505 0.001118 0.000988 0.000430 0 0.002288 0.001252 0.000695 0.000913 0.001649 0.001318 0.000895 0 0.000876 0.001198 0.001773 0.001009 0.000698 0.001146 0.001061 0.001025 0.000283 0.000827 0.001179 0.003364 0.000693 0.000719 0 0.001540 0.000706 0.002524 0.001128 0.001354 0.001142 0.001253 0.001148 0.000721 0.001259 0.000898 0.000441 0.000449 0.001029 0.002228 0.001090 0.000926 0.001015 0.001264 0.001120 0.001029 0.001019 0.000349 0.000724 0.001129 0.001142 0.001145 0.001630
превзойти 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001493 0 0 0 0 0 0 0.001716 0 0 0 0 0 0 0 0 0 0 0 0 0.001462 0.001464 0.001469 0.001502 0.001495 0.001481 0.001488 0 0.001533 0.001535 0.001518 0 0.000997 0 0 0 0 0.000983 0 0 0 0 0 0 0 0 0.001018 0.000987 0 0 0 0 0 0 0 0 0.001015 0 0 0.000999 0 0 0 0 0 0 0.001020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
превратить 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000999 0 0 0 0 0.001016 0 0 0 0 0 0 0 0 0 0 0 0.001025 0.000948 0.001019 0 0 0 0 0 0.001284 0 0 0 0 0 0 0 0.001019 0.001025 0 0.001022 0 0 0 0.001022 0 0 0 0.001008 0 0 0 0.001010 0 0 0 0 0 0
превращать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
превышать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
превышающие 0 0 0 0 0 0 0 0 0 0 0 0.002411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
предварительно 0 0 0.005168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
предварительный 0 0 0 0 0 0 0 0 0 0 0.002445 0.001312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002735 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001309 0 0 0 0 0.001291 0 0 0 0 0 0 0.001852 0 0.001337 0.001297 0 0 0 0 0 0 0 0 0.001334 0 0 0.001312 0 0 0 0 0 0 0.001340 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
предел 0 0.003859 0 0 0 0.009181 0 0.010630 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
предисловие 0 0 0 0 0 0 0 0 0 0 0.004493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
предлагать 0 0 0 0 0 0 0 0 0 0 0.005260 0.000941 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000744 0 0 0.002479 0 0.000757 0 0 0 0 0 0 0 0 0 0 0 0.000763 0.000706 0.000759 0.003764 0 0 0 0 0 0 0 0 0 0.001500 0.001500 0.001520 0.000759 0.000763 0 0.000761 0 0 0 0.000761 0 0 0 0.000750 0.001403 0.001492 0 0.000752 0 0 0 0.001520 0 0
предлагаться 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003439 0.003313 0 0.005770 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
предлог 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
предложение 0 0.001584 0 0 0 0 0 0 0 0 0.003039 0.000815 0 0 0 0 0 0 0 0.001352 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000644 0.000813 0 0 0 0.000656 0.000802 0 0 0 0 0.002374 0 0 0.001461 0.000830 0.000805 0.000662 0.000612 0.000658 0.003262 0 0 0 0 0.000828 0 0.001776 0.000815 0 0 0 0 0.000658 0.000662 0.000832 0.000660 0 0 0 0.001317 0 0 0 0.000650 0 0 0 0.000652 0 0 0 0 0 0
предложить 0 0 0.005036 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000929 0 0 0 0 0.000946 0 0 0 0 0 0 0 0.001659 0 0 0 0.000954 0.000882 0.000949 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000949 0.000954 0 0.000951 0 0 0 0.000951 0 0.001510 0 0.000938 0 0 0 0.000940 0 0 0 0 0 0
